Domain,Unique Identifier,ID,Name,Tribal Code,Last Change Date,Description,Type
Organization(Organization),1205,NJDEPRS,NJDEP Reference Sites,,2/7/2012 2:12:43 PM,NJDEP Reference Sites,State/US Government
Organization(Organization),1208,NJDEPVMG,NJDEP Volunteer Monitoring Group,,2/7/2012 1:08:52 PM,NJDEP Volunteer Monitoring Group,State/US Government
Organization(Organization),1266,NJDEP_AMERICORPS,NJDEP Americorps Program,,7/12/2024 10:36:38 AM,The New Jersey Watershed Ambassadors Program is a community-oriented AmeriCorps environmental program designed to raise awareness about watershed issues in New Jersey. Watershed Ambassadors monitor the rivers of New Jersey by visual and biological volunteer monitoring program. The members also train community volunteers and teach them to use these two volunteer monitoring techniques.,State/US Government
Organization(Organization),1316,NJDEP_BB,NJDEP Barnegat Bay,,7/17/2024 9:01:43 AM,,Private Industry
Organization(Organization),2994,NJDEP_BB_TEST,NJDEP Barnegat Bay TEST,,2/28/2014 12:00:00 AM,,State/US Government
Organization(Organization),822,NJDEP_BEARS,NJDEP Bur of Environmental Analysis Restoration & Standards,,9/14/2023 2:59:22 PM,"The purpose of the Bureau of Environmental Analysis and Restoration (BEAR) will be to support the Division's mission through the development of technical tools for implementation by the Division. This will be accomplished through the completion of Established TMDLs and the revision and development of a Stream Corridor Ordinance, Well Head Protection Ordinance and an Enhanced MS4 Ordinance.",State/US Government
Organization(Organization),823,NJDEP_BFBM,NJDEP Bureau of Freshwater and Biological Monitoring,,11/14/2024 1:25:41 PM,"The Bureau is responsible for monitoring the ambient conditions of the state's fresh and ground water resources. This monitoring includes regular statewide sampling through of 115 surface water monitoring stations, 820 benthic macroinvertebrate stream monitoring stations, 100 fish assemblage stream monitoring stations, and 150 ground water stations.",State/US Government
Organization(Organization),824,NJDEP_BMWM,NJDEP Bureau of Marine Water Monitoring,,1/9/2025 10:38:36 AM,"The Bureau is responsible for water quality monitoring used to classify approximately 700,000 acres of marine and estuarine shellfish waters, In this regard, approximately 15,000 ambient water samples are collected yearly from a 4,000 station sampling network. All of these samples are analyzed at the Bureau's southern regional DEP laboratory. In addition, the bureau oversees both the Beach Monitoring and the Clean Shores programs.",State/US Government
Organization(Organization),827,NJDEP_BSWP,NJDEP Bureau of Surface Water Permitting,,2/14/2012 11:04:54 AM,"The Bureau of Surface Water Permitting regulates facilities discharging domestic and industrial wastewater directly into surface waters of the state as part of the NJPDES program.
Permittees include various industries, federal, state, county, and municip",State/US Government
Organization(Organization),825,NJDEP_BWQSA,NJDEP Bureau of Water Quality Standards and Assessment,,9/6/2012 5:10:49 PM,The Bureau of Water Quality Standards and Assessment is responsible for water quality assessments of all waters of the State and the New Jersey Integrated Water Quality Monitoring and Assessment Report.,State/US Government
Organization(Organization),826,NJDEP_DSREH,"NJDEP Div of Science, Research and Env Health",,2/19/2019 9:39:13 AM,"The Division of Science, Research and Environmental Health (formerly the Office of Science and previously the Division of Science, Research and Technology) is the New Jersey Department of Environmental Protection's (DEP) primary scientific research and technical support unit. The role of this division, through its studies, evaluations and monitoring efforts, is to provide DEP with a sound technical foundation upon which to base the department's policy and regulatory decisions.",State/US Government
Organization(Organization),2995,NJDEP_OS_TEST,NJDEP Office of Science TEST,,2/26/2014 12:00:00 AM,Contact Name: Tom McKeon,State/US Government
Organization(Organization),9407,NJDEP_PESTICIDES,NJDEP Bur of Quality Assurance and Env Mon-Pesticides,,2/8/2021 1:54:39 PM,,State/US Government
Organization(Organization),841,NJHDG,New Jersey Harbor Dischargers Group,,1/12/2021 3:50:45 PM,Nine northeastern NJ wastewater treatment agencies working collaboratively on water quality issues in the NY/NJ Harbor Estuary.,State/US Government
Organization(Organization),842,NJMC,New Jersey Meadowlands Commission,,5/17/2010 9:46:01 AM,,State/US Government
Organization(Organization),843,NJPC,New Jersey Pinelands Commission,,8/2/2017 4:06:49 PM,"The New Jersey Pinelands Commission is an independent state agency whose mission is to ""preserve, protect, and enhance the natural and cultural resources of the Pinelands National Reserve, and to encourage compatible economic and other human activities consistent with that purpose.""",State/US Government
Organization(Organization),9026,NJRCD,North Jersey Resource Conservation & Development,,3/3/2021 5:12:37 PM,"The Resource Conservation and Development Program was initiated in 1962 to help people care for and protect their natural resources to improve the economy, environment, and living standards of an area.  Our mission is to facilitate the transition to sustainable use and protection of human and natural resources in the region through partnerships, education, and innovation.",State/US Government
Organization(Organization),5566,NJWAP,New Jersey Water Ambassadors  (Volunteer),,3/6/2015 8:25:00 AM,,Volunteer
Organization(Organization),844,NJWSA,NJ Water Supply Authority,,5/20/2022 8:25:28 AM,,State/US Government
Organization(Organization),7686,NJ_MSU,Montclair State University,,7/3/2024 5:29:42 PM,,University/College
Organization(Organization),427,NKUWATER_WQX,Northern Kentucky University,,4/14/2004 12:00:00 AM,Water Quality Monitoring Data:Consortia working with local groups including the Licking Watershed Watch.,State/US Government
Organization(Organization),12206,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,,7/5/2024 9:41:01 AM,,*State Government US
Organization(Organization),742,NMW_WQX,Northeastern Minnesotans for Wilderness,,4/18/2023 4:05:03 PM,,Local/US Government
Organization(Organization),5128,NNB,NY/NJ Baykeeper (Volunteer),,1/26/2018 1:33:25 PM,Volunteer Monitoring Group,Volunteer
Organization(Organization),1039,NNEPA,"Navajo Nation, Arizona, New Mexico & Utah (Tribal)",780,6/12/2018 1:26:36 PM,"Navajo Nation, Arizona, New Mexico & Utah (Tribal) || Navajo Nation, Arizona, New Mexico & Utah (Tribal)",Tribal
Organization(Organization),4227,NOAA_CORALREEFS_WQX,NOAA/NOS/NCCOS/CCMA/Biogeography Branch,,11/21/2014 2:47:29 PM,,Federal/US Government
Organization(Organization),6667,NOMEESKIMO_WQX,Nome Eskimo Community (Tribal),N18,4/27/2016 10:17:28 AM,Nome Eskimo Community (Tribal) || Nome Eskimo Community (Tribal),Tribal
Organization(Organization),674,NOOKSACK_WQX,Nooksack Indian Tribe (Tribal),111,7/25/2024 6:07:41 PM,,Tribal
Organization(Organization),9266,NORMANDEAUASSOC,Normandeau Associates Inc. (Volunteer)*,,11/13/2024 3:04:37 PM,Normandeau Associates Inc.,Private Non-Industrial
Organization(Organization),1264,NOTTAWHURON_WQX,Nottawaseppi Huron Band of the Potawatomi (Tribal),481,8/16/2024 3:33:22 PM,,Tribal
Organization(Organization),787,NRTHCHEY,Northern Cheyenne Tribe (Montana),207,1/8/2025 6:32:22 AM,Environmental Protection Department,Tribal
Organization(Organization),640,NRWA_WQX,Nashua River Watershed Association (Volunteer)*,,11/8/2024 11:54:42 AM,Water Quality Monitoring Data,Private Non-Industrial
Organization(Organization),9386,NRWC,Niantic River Watershed Committee,,9/1/2020 11:00:14 AM,,Local/US Government
Organization(Organization),3627,NSEA,Nooksack Salmon Enhancement Association (Volunteer)*,,11/15/2013 1:52:09 PM,The Nooksack Salmon Enhancement Association is a community based nonprofit dedicated to restoring wild salmon populations in Whatcom County.,Private Non-Industrial
Organization(Organization),100,NSQS,National Sediment Quality Survey,,8/3/2017 2:43:39 PM,blah,Federal/US Government
Organization(Organization),9666,NSRWA,North and South Rivers Watershed Association,,3/6/2024 5:21:38 PM,North and South Rivers Watershed Association,Private Non-Industrial
Organization(Organization),518,NTEMPLE_WQX,Region 8 Superfund:  West North Temple Plume,,6/29/2005 12:00:00 AM,Water Quality Data,Federal/US Government
Organization(Organization),788,NTHRNUTE,Northern Ute Indian Tribe (UT),687,2/27/2025 7:20:39 AM,,Tribal
Organization(Organization),6666,NVC_WQX,Native Village of Council (Tribal),N05,8/3/2017 2:07:32 PM,Native Village of Council (Tribal) || Native Village of Council (Tribal),Tribal
Organization(Organization),737,NVEPA_WQP,"Navajo Nation, Arizona, New Mexico & Utah (Tribal)",780,6/12/2018 1:24:49 PM,"Navajo Nation, Arizona, New Mexico & Utah (Tribal) || Navajo Nation, Arizona, New Mexico & Utah (Tribal)",Tribal
Organization(Organization),752,NWIFC_WQX,Northwest Indian Fisheries Commission (Tribal),000,7/6/2012 1:37:20 PM,Northwest Indian Fisheries Commission (Tribal) || Northwest Indian Fisheries Commission (Tribal),Tribal
Organization(Organization),8006,NWRSFWS_WQX,"National Wildlife Refuge System, Fish and Wildlife Service",,9/28/2018 11:37:01 AM,,Federal/US Government
Organization(Organization),8573,OARS,OARS - For the Assabet Sudbury & Concord Rivers (Volunteer),,1/13/2025 4:01:32 PM,OARS - For the Assabet Sudbury & Concord Rivers,Volunteer
Organization(Organization),3787,OCC,OCC - Otter Creek Coal,,8/3/2017 3:56:00 PM,"The OCC organization is for data associated with the Otter Creek watershed, specifically with the Otter Creek Coal area.",Private Industry
Organization(Organization),9906,OCDWEP_WQX,Onondaga County Department of Water Environment Protection,,6/25/2024 2:19:43 PM,Onondaga County Department of Water Environment Protection,Local/US Government
Organization(Organization),11506,OCSN,Ohio Citizen Science Network,,9/7/2023 10:07:50 AM,,Volunteer
Organization(Organization),4046,OESERLSCA_WQX,"Oeser Property, Little Squalicum Creek Area, Bellingham, WA",,8/3/2017 3:08:45 PM,"Region 10: Oeser Property, Little Squalicum Creek Area, Bellingham, WA",Federal/US Government
Organization(Organization),789,OGLALAST,Oglala Sioux Tribe (South Dakota),344,12/16/2024 4:55:22 PM,,Tribal
Organization(Organization),9726,OHDDAGW,Ohio Division of Drinking and Ground Waters,,2/1/2021 1:10:30 PM,Ambient water quality program in OH Division of Drinking and Ground Waters,State/US Government
Organization(Organization),9066,OH_KY_IN-WSC,Ohio-Kentucky-Indiana Water Science Center,,3/11/2020 10:27:16 AM,Continuous Water Quality Data,Federal/US Government
Organization(Organization),1331,OISC_WQX,Office of Indiana State Chemist,,11/8/2014 2:22:14 PM,"Office of Indiana State Chemist has regulatory authority for use of pesticides, nutrients, feed, and seeds in Indiana",State/US Government
Organization(Organization),380,OKCONCOM_WQX,Oklahoma Conservation Commission,,10/25/2017 12:51:57 PM,Water Quality Monitoring Data for all the Waters in the state,*State Government US
Organization(Organization),381,OKCORCOM_WQX,Oklahoma Corporation Commission,,10/9/2017 6:04:11 PM,Water Quality data submitted by ODEQ,State/US Government
Organization(Organization),378,OKDAFF_WQX,"Oklahoma Dept. of Agriculture, Food and Forestry",,7/12/2017 5:31:39 PM,Water Quality data submitted by ODEQ,State/US Government
Organization(Organization),4766,OKDEQ_WQX,Oklahoma DEQ,,7/31/2014 12:36:53 PM,,State/US Government
Organization(Organization),6988,OKWRB-GMAP_WQX,OWRB Groundwater Monitoring,,3/20/2024 7:03:41 PM,OKWRB use internally for groundwater monitoring,State/US Government
Organization(Organization),6987,OKWRB-LAKES_WQX,OWRB Lakes Monitoring,,2/26/2025 8:33:41 PM,,State/US Government
Organization(Organization),6986,OKWRB-STREAMS_WQX,OWRB Streams Monitoring,,2/26/2025 8:35:39 PM,Oklahoma Water Resources Board Streams and Rivers Monitoring,State/US Government
Organization(Organization),379,OKWRB_WQX,Oklahoma Water Resources Board,,7/13/2017 11:12:09 AM,Water Quality,State/US Government
Organization(Organization),10206,OLMS,Ohio Lake Management Society,,4/14/2022 9:34:23 AM,Non-profit dedicated to the protection of Ohio's lakes and their watershed,Private Non-Industrial
Organization(Organization),564,ONEIDA_WQX,Oneida Nation,,11/15/2024 9:50:39 AM,Oneida Nation,Tribal
Organization(Organization),3806,OOPBLO,Ohkay Owingeh Pueblo (Tribal),714,2/29/2024 5:14:37 PM,"Pueblo of Ohkay Owingeh, New Mexico",Tribal
Organization(Organization),4026,ORDNRMRLSTD_GI,USEPA ORD NRMRL ,,9/18/2013 10:07:34 AM,"USEPA Office of Research and Development, National Risk Management Research Laboratory",Federal/US Government
Organization(Organization),606,OREGONDEQ,State of Oregon Dept. of Environmental Quality,,3/2/2025 3:31:37 PM,,*State Government US
Organization(Organization),11206,OREGONODA_WQX,Oregon Department of Agriculture,,4/14/2023 10:14:37 AM,,Local/US Government
Organization(Organization),820,OSAGENTN,The Osage Nation (Tribal),930,4/21/2009 12:00:00 AM,The Osage Nation (Tribal) || The Osage Nation (Tribal),Tribal
Organization(Organization),499,OSAGENTN_WQX,The Osage Nation (Tribal),930,12/6/2016 12:31:17 PM,The Osage Nation (Tribal) || The Osage Nation (Tribal),Tribal
Organization(Organization),1226,OST_SHPD,"USEPA, Office of Water, Office of Science and Technology, Standards and Health Protection Division",,1/2/2025 4:03:48 PM,,Federal/US Government
Organization(Organization),6426,OST_SHPD_TEST,"Testing Account For USEPA, Office of Water, Office of Science and Technology, Standards and Health Protection Division",,1/24/2018 11:15:49 AM,,Federal/US Government
Organization(Organization),9746,OSU-OOIEA,Oregon State University Ocean Observatories Initiative's Endurance Array,,2/3/2021 2:01:28 PM,Ocean Observatories Initiative's Endurance Array,University/College
Organization(Organization),12126,OSU_NREM_WQX,Oklahoma State University Natural Resource Ecology and Management Department,,12/16/2024 12:53:40 PM,,University/College
Organization(Organization),5788,OTIE,Oneida Total Integrated Enterprises (Volunteer)*,,5/8/2015 3:39:42 PM,,Private Non-Industrial
Organization(Organization),1234,OTTAWATRIBEOFOK,Ottawa Tribe of Oklahoma,,11/14/2024 10:41:42 AM,,Tribal
Organization(Organization),1018,OVIWC,Owens Valley Indian Water Commission (Tribal),530,12/11/2024 7:09:43 PM,,Tribal
Organization(Organization),502,O_MTRIBE_WQX,Otoe Missouria Tribe of Oklahoma,811,2/12/2025 10:50:23 PM,,Tribal
Organization(Organization),10166,P4_PRODUCTION_IDAHO,"P4 Production LLC, Soda Springs Plant, Idaho",,10/8/2021 7:42:26 PM,"P4 Production LLC, Soda Springs Plant, Idaho",Private Industry
Organization(Organization),12446,PACOG_WQX,Pueblo Area Council of Governments (PACOG),,12/20/2024 10:24:38 AM,,*State Government US
Organization(Organization),1313,PADDLEFISH,Paddlefish.,,8/2/2017 1:30:30 PM,,Private Industry
Organization(Organization),7347,PADEP319_WQX,Department of Environmental Protection,,8/3/2017 11:47:51 AM,Department of Environmental Protection 319 Program,State/US Government
